Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60637,12/20/2020,21,143,21,143,0.003,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201220
60608,01/04/2021,97,1031,91,1025,0.013,6,6,0,80059,POINT (-87.670366 41.849879),60608-20210104
60617,12/22/2020,41,157,41,157,0.002,0,0,0,83553,POINT (-87.556897 41.721257),60617-20201222
60602,12/24/2020,2,30,2,30,0.026,0,0,0,1145,POINT (-87.628309 41.883136),60602-20201224
60606,01/12/2021,19,247,4,165,0.05,15,82,0.025,3287,POINT (-87.63676 41.882634),60606-20210112
60632,01/01/2021,1,403,1,403,0.004,0,0,0,89857,POINT (-87.711251 41.810038),60632-20210101
60653,12/25/2020,0,168,0,168,0.005,0,0,0,33154,POINT (-87.611244 41.819261),60653-20201225
60623,12/25/2020,0,153,0,153,0.002,0,0,0,81283,POINT (-87.717446 41.850321),60623-20201225
60666,01/11/2021,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210111
60618,01/17/2021,54,3733,32,2811,0.03,22,922,0.01,94907,POINT (-87.703343 41.946699),60618-20210117
60642,01/07/2021,90,940,25,853,0.043,65,87,0.004,19716,POINT (-87.657821 41.899935),60642-20210107
60609,01/10/2021,14,693,3,621,0.01,11,72,0.001,60939,POINT (-87.653382 41.812017),60609-20210110
60628,12/26/2020,1,112,1,112,0.002,0,0,0,64254,POINT (-87.621537 41.694192),60628-20201226
60602,01/08/2021,10,73,3,63,0.055,7,10,0.009,1145,POINT (-87.628309 41.883136),60602-20210108
60610,01/10/2021,27,1692,8,1313,0.032,19,379,0.009,40548,POINT (-87.63581 41.90455),60610-20210110
60621,01/16/2021,8,318,6,287,0.01,2,31,0.001,28018,POINT (-87.638812 41.776931),60621-20210116
60649,01/07/2021,38,433,23,413,0.009,15,20,0,46633,POINT (-87.571522 41.762202),60649-20210107
60606,01/23/2021,13,369,11,247,0.075,2,122,0.037,3287,POINT (-87.63676 41.882634),60606-20210123
60623,01/16/2021,26,1127,22,986,0.012,4,141,0.002,81283,POINT (-87.717446 41.850321),60623-20210116
60629,01/08/2021,89,865,54,792,0.007,35,73,0.001,110029,POINT (-87.711565 41.777061),60629-20210108
60646,01/24/2021,28,2021,26,1607,0.056,2,414,0.014,28569,POINT (-87.761826 41.993931),60646-20210124
60655,12/26/2020,5,377,5,377,0.013,0,0,0,28569,POINT (-87.701434 41.696456),60655-20201226
60661,01/14/2021,33,1006,22,674,0.065,11,332,0.032,10354,POINT (-87.644283 41.882786),60661-20210114
60630,12/26/2020,9,433,9,433,0.008,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201226
60666,01/02/2021,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210102
60618,12/16/2020,3,3,3,3,0,0,0,0,94907,POINT (-87.703343 41.946699),60618-20201216
60621,01/09/2021,6,257,2,241,0.009,4,16,0.001,28018,POINT (-87.638812 41.776931),60621-20210109
60649,12/27/2020,0,119,0,119,0.003,0,0,0,46633,POINT (-87.571522 41.762202),60649-20201227
60653,12/20/2020,12,70,12,70,0.002,0,0,0,33154,POINT (-87.611244 41.819261),60653-20201220
60629,12/29/2020,81,400,81,400,0.004,0,0,0,110029,POINT (-87.711565 41.777061),60629-20201229
60643,12/18/2020,58,85,58,85,0.002,0,0,0,48887,POINT (-87.662381 41.700445),60643-20201218
60629,01/03/2021,20,559,20,559,0.005,0,0,0,110029,POINT (-87.711565 41.777061),60629-20210103
60636,12/15/2020,0,0,0,0,0,0,0,0,30024,POINT (-87.668597 41.77599),60636-20201215
60656,12/28/2020,17,213,17,213,0.008,0,0,0,28218,POINT (-87.817934 41.974566),60656-20201228
60660,01/15/2021,73,2232,68,1903,0.043,5,329,0.007,44498,POINT (-87.666362 41.991062),60660-20210115
60638,12/25/2020,0,322,0,322,0.005,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201225
60633,01/28/2021,26,343,21,276,0.022,5,67,0.005,12689,POINT (-87.556037 41.653147),60633-20210128
60642,01/22/2021,74,2013,64,1357,0.069,10,656,0.033,19716,POINT (-87.657821 41.899935),60642-20210122
60624,12/29/2020,16,81,16,81,0.002,0,0,0,34892,POINT (-87.722735 41.879417),60624-20201229
60645,01/06/2021,86,1026,79,1016,0.021,7,10,0,47270,POINT (-87.695049 42.008927),60645-20210106
60644,12/23/2020,22,78,22,78,0.002,0,0,0,46591,POINT (-87.756863 41.881113),60644-20201223
60655,12/16/2020,0,0,0,0,0,0,0,0,28569,POINT (-87.701434 41.696456),60655-20201216
60620,12/31/2020,12,256,12,256,0.004,0,0,0,67711,POINT (-87.651656 41.740873),60620-20201231
60624,12/22/2020,14,49,14,49,0.001,0,0,0,34892,POINT (-87.722735 41.879417),60624-20201222
60657,12/31/2020,59,2054,59,2054,0.029,0,0,0,70958,POINT (-87.658216 41.939715),60657-20201231
60633,12/27/2020,0,26,0,26,0.002,0,0,0,12689,POINT (-87.556037 41.653147),60633-20201227
60827,01/12/2021,4,24,2,20,0.001,2,4,0,28483,POINT (-87.633087 41.650765),60827-20210112
60653,01/06/2021,30,486,21,473,0.014,9,13,0,33154,POINT (-87.611244 41.819261),60653-20210106
60619,01/04/2021,33,313,31,311,0.005,2,2,0,61207,POINT (-87.60569 41.744737),60619-20210104
60649,01/01/2021,0,306,0,306,0.007,0,0,0,46633,POINT (-87.571522 41.762202),60649-20210101
60623,12/20/2020,6,56,6,56,0.001,0,0,0,81283,POINT (-87.717446 41.850321),60623-20201220
60614,12/21/2020,272,950,272,950,0.013,0,0,0,71954,POINT (-87.652064 41.922605),60614-20201221
60612,01/06/2021,51,994,42,982,0.029,9,12,0,33735,POINT (-87.687011 41.88004),60612-20210106
60827,01/02/2021,0,9,0,9,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20210102
60622,12/29/2020,259,1695,259,1695,0.032,0,0,0,53294,POINT (-87.681818 41.902762),60622-20201229
60625,12/28/2020,60,699,60,699,0.009,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201228
60625,12/31/2020,85,985,85,985,0.012,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201231
60637,01/10/2021,29,1211,4,1000,0.021,25,211,0.004,47300,POINT (-87.604053 41.780991),60637-20210110
60628,01/16/2021,17,766,15,663,0.01,2,103,0.002,64254,POINT (-87.621537 41.694192),60628-20210116
60644,01/09/2021,14,642,10,621,0.013,4,21,0,46591,POINT (-87.756863 41.881113),60644-20210109
60651,01/21/2021,129,1041,119,856,0.013,10,185,0.003,63492,POINT (-87.741017 41.901964),60651-20210121
60653,12/15/2020,0,0,0,0,0,0,0,0,33154,POINT (-87.611244 41.819261),60653-20201215
60614,12/16/2020,3,4,3,4,0,0,0,0,71954,POINT (-87.652064 41.922605),60614-20201216
60610,12/30/2020,97,874,97,874,0.022,0,0,0,40548,POINT (-87.63581 41.90455),60610-20201230
60623,12/15/2020,0,0,0,0,0,0,0,0,81283,POINT (-87.717446 41.850321),60623-20201215
60630,12/16/2020,4,4,4,4,0,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201216
60649,12/19/2020,6,46,6,46,0.001,0,0,0,46633,POINT (-87.571522 41.762202),60649-20201219
60630,12/21/2020,102,331,102,331,0.006,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201221
60645,12/18/2020,63,84,63,84,0.002,0,0,0,47270,POINT (-87.695049 42.008927),60645-20201218
60707,12/15/2020,0,0,0,0,0,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201215
60613,12/19/2020,121,386,121,386,0.008,0,0,0,50761,POINT (-87.661343 41.953742),60613-20201219
60632,12/17/2020,12,15,12,15,0,0,0,0,89857,POINT (-87.711251 41.810038),60632-20201217
60666,12/16/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201216
60651,12/20/2020,4,48,4,48,0.001,0,0,0,63492,POINT (-87.741017 41.901964),60651-20201220
60629,01/13/2021,104,1219,77,984,0.009,27,235,0.002,110029,POINT (-87.711565 41.777061),60629-20210113
60640,01/16/2021,81,3939,67,3252,0.047,14,687,0.01,69363,POINT (-87.662232 41.971888),60640-20210116
Unknown,01/25/2021,12,700,8,611,0,4,89,0,0,,Unknown-20210125
60653,12/30/2020,48,389,48,389,0.012,0,0,0,33154,POINT (-87.611244 41.819261),60653-20201230
60621,12/25/2020,0,33,0,33,0.001,0,0,0,28018,POINT (-87.638812 41.776931),60621-20201225
60621,12/15/2020,0,0,0,0,0,0,0,0,28018,POINT (-87.638812 41.776931),60621-20201215
60609,12/22/2020,34,137,34,137,0.002,0,0,0,60939,POINT (-87.653382 41.812017),60609-20201222
60618,12/26/2020,25,939,25,939,0.01,0,0,0,94907,POINT (-87.703343 41.946699),60618-20201226
60642,12/21/2020,71,360,71,360,0.018,0,0,0,19716,POINT (-87.657821 41.899935),60642-20201221
60614,01/05/2021,179,2159,170,2138,0.03,9,21,0,71954,POINT (-87.652064 41.922605),60614-20210105
60655,12/31/2020,30,526,30,526,0.018,0,0,0,28569,POINT (-87.701434 41.696456),60655-20201231
Unknown,12/28/2020,2,42,2,42,0,0,0,0,0,,Unknown-20201228
60602,01/13/2021,3,96,2,68,0.059,1,28,0.024,1145,POINT (-87.628309 41.883136),60602-20210113
60620,12/17/2020,15,15,15,15,0,0,0,0,67711,POINT (-87.651656 41.740873),60620-20201217
60639,12/17/2020,7,10,7,10,0,0,0,0,88204,POINT (-87.75531 41.920609),60639-20201217
60661,12/28/2020,14,373,14,373,0.036,0,0,0,10354,POINT (-87.644283 41.882786),60661-20201228
60639,01/08/2021,90,749,60,684,0.008,30,65,0.001,88204,POINT (-87.75531 41.920609),60639-20210108
60666,12/27/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201227
60660,12/31/2020,32,588,32,588,0.013,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201231
60643,12/17/2020,26,27,26,27,0.001,0,0,0,48887,POINT (-87.662381 41.700445),60643-20201217
60636,12/30/2020,19,73,19,73,0.002,0,0,0,30024,POINT (-87.668597 41.77599),60636-20201230
60636,01/04/2021,11,98,11,98,0.003,0,0,0,30024,POINT (-87.668597 41.77599),60636-20210104
60605,12/31/2020,40,1543,40,1543,0.053,0,0,0,29060,POINT (-87.623449 41.867824),60605-20201231
60637,01/13/2021,78,1397,50,1080,0.023,28,317,0.007,47300,POINT (-87.604053 41.780991),60637-20210113
60644,01/24/2021,2,1240,2,1117,0.024,0,123,0.003,46591,POINT (-87.756863 41.881113),60644-20210124
60607,01/05/2021,86,1692,74,1670,0.057,12,22,0.001,29293,POINT (-87.652727 41.876104),60607-20210105
60660,12/21/2020,59,242,59,242,0.005,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201221
60610,12/18/2020,160,224,160,224,0.006,0,0,0,40548,POINT (-87.63581 41.90455),60610-20201218
60612,12/20/2020,11,220,11,220,0.007,0,0,0,33735,POINT (-87.687011 41.88004),60612-20201220
60637,12/24/2020,35,359,35,359,0.008,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201224
60621,01/20/2021,16,362,8,315,0.011,8,47,0.002,28018,POINT (-87.638812 41.776931),60621-20210120
60633,01/11/2021,7,105,2,89,0.007,5,16,0.001,12689,POINT (-87.556037 41.653147),60633-20210111
60651,01/04/2021,27,275,25,273,0.004,2,2,0,63492,POINT (-87.741017 41.901964),60651-20210104
60647,01/06/2021,103,1703,75,1660,0.019,28,43,0,87633,POINT (-87.701101 41.921058),60647-20210106
60639,12/22/2020,43,174,43,174,0.002,0,0,0,88204,POINT (-87.75531 41.920609),60639-20201222
60602,01/12/2021,9,93,2,66,0.058,7,27,0.024,1145,POINT (-87.628309 41.883136),60602-20210112
60606,01/27/2021,14,429,11,296,0.09,3,133,0.04,3287,POINT (-87.63676 41.882634),60606-20210127
60602,12/20/2020,2,15,2,15,0.013,0,0,0,1145,POINT (-87.628309 41.883136),60602-20201220
60707,01/10/2021,7,207,2,182,0.004,5,25,0.001,43093,POINT (-87.808283 41.921777),60707-20210110
60624,12/17/2020,8,9,8,9,0,0,0,0,34892,POINT (-87.722735 41.879417),60624-20201217
Unknown,12/17/2020,4,4,4,4,0,0,0,0,0,,Unknown-20201217
60646,12/18/2020,89,102,89,102,0.004,0,0,0,28569,POINT (-87.761826 41.993931),60646-20201218
60638,12/29/2020,73,430,73,430,0.007,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201229
60660,12/26/2020,5,346,5,346,0.008,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201226
60607,12/25/2020,0,995,0,995,0.034,0,0,0,29293,POINT (-87.652727 41.876104),60607-20201225
60646,12/23/2020,49,301,49,301,0.011,0,0,0,28569,POINT (-87.761826 41.993931),60646-20201223
60616,12/20/2020,36,338,36,338,0.006,0,0,0,54197,POINT (-87.629531 41.844869),60616-20201220
60618,01/05/2021,151,1786,145,1768,0.019,6,18,0,94907,POINT (-87.703343 41.946699),60618-20210105
60610,12/23/2020,45,621,45,621,0.015,0,0,0,40548,POINT (-87.63581 41.90455),60610-20201223
60606,12/26/2020,1,91,1,91,0.028,0,0,0,3287,POINT (-87.63676 41.882634),60606-20201226
60666,01/17/2021,0,1,0,1,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210117
60620,01/10/2021,9,643,2,572,0.008,7,71,0.001,67711,POINT (-87.651656 41.740873),60620-20210110
60620,01/19/2021,66,997,50,835,0.012,16,162,0.002,67711,POINT (-87.651656 41.740873),60620-20210119
60632,12/28/2020,28,188,28,188,0.002,0,0,0,89857,POINT (-87.711251 41.810038),60632-20201228
60613,12/22/2020,119,678,119,678,0.013,0,0,0,50761,POINT (-87.661343 41.953742),60613-20201222
60643,12/22/2020,57,271,57,271,0.006,0,0,0,48887,POINT (-87.662381 41.700445),60643-20201222
60623,01/04/2021,49,459,48,458,0.006,1,1,0,81283,POINT (-87.717446 41.850321),60623-20210104
60636,12/27/2020,0,31,0,31,0.001,0,0,0,30024,POINT (-87.668597 41.77599),60636-20201227
60623,01/21/2021,128,1488,112,1254,0.015,16,234,0.003,81283,POINT (-87.717446 41.850321),60623-20210121
60621,12/19/2020,6,15,6,15,0.001,0,0,0,28018,POINT (-87.638812 41.776931),60621-20201219
60827,12/28/2020,0,7,0,7,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20201228
60651,01/02/2021,12,246,12,246,0.004,0,0,0,63492,POINT (-87.741017 41.901964),60651-20210102
60630,12/31/2020,44,649,44,649,0.012,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201231
60621,01/05/2021,17,205,15,203,0.007,2,2,0,28018,POINT (-87.638812 41.776931),60621-20210105
60652,12/17/2020,12,13,12,13,0,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201217
60707,12/30/2020,16,114,16,114,0.003,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201230
60652,12/23/2020,30,145,30,145,0.003,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201223
60631,12/30/2020,48,454,48,454,0.015,0,0,0,29529,POINT (-87.813371 41.995019),60631-20201230
60646,01/05/2021,62,587,62,587,0.021,0,0,0,28569,POINT (-87.761826 41.993931),60646-20210105
60610,01/14/2021,86,2149,65,1515,0.037,21,634,0.016,40548,POINT (-87.63581 41.90455),60610-20210114
60618,01/10/2021,26,2612,8,2134,0.022,18,478,0.005,94907,POINT (-87.703343 41.946699),60618-20210110
60633,12/31/2020,3,48,3,48,0.004,0,0,0,12689,POINT (-87.556037 41.653147),60633-20201231
60827,01/29/2021,5,72,4,61,0.002,1,11,0,28483,POINT (-87.633087 41.650765),60827-20210129
60623,01/01/2021,0,390,0,390,0.005,0,0,0,81283,POINT (-87.717446 41.850321),60623-20210101
60656,01/01/2021,0,282,0,282,0.01,0,0,0,28218,POINT (-87.817934 41.974566),60656-20210101
60619,12/18/2020,27,34,27,34,0.001,0,0,0,61207,POINT (-87.60569 41.744737),60619-20201218
60657,12/27/2020,1,1490,1,1490,0.021,0,0,0,70958,POINT (-87.658216 41.939715),60657-20201227
60623,01/19/2021,73,1245,42,1058,0.013,31,187,0.002,81283,POINT (-87.717446 41.850321),60623-20210119
60640,12/21/2020,140,466,140,466,0.007,0,0,0,69363,POINT (-87.662232 41.971888),60640-20201221
60633,02/01/2021,12,420,12,348,0.027,0,72,0.006,12689,POINT (-87.556037 41.653147),60633-20210201
60644,01/05/2021,207,542,207,542,0.012,0,0,0,46591,POINT (-87.756863 41.881113),60644-20210105
60646,01/19/2021,72,1410,59,1073,0.038,13,337,0.012,28569,POINT (-87.761826 41.993931),60646-20210119
60613,12/27/2020,0,821,0,821,0.016,0,0,0,50761,POINT (-87.661343 41.953742),60613-20201227
60614,01/02/2021,53,1847,53,1847,0.026,0,0,0,71954,POINT (-87.652064 41.922605),60614-20210102
60636,01/16/2021,7,240,6,214,0.007,1,26,0.001,30024,POINT (-87.668597 41.77599),60636-20210116
60707,12/24/2020,4,75,4,75,0.002,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201224
60618,12/21/2020,179,628,179,628,0.007,0,0,0,94907,POINT (-87.703343 41.946699),60618-20201221
60608,12/27/2020,0,571,0,571,0.007,0,0,0,80059,POINT (-87.670366 41.849879),60608-20201227
60642,12/16/2020,3,3,3,3,0,0,0,0,19716,POINT (-87.657821 41.899935),60642-20201216
60619,12/30/2020,43,244,43,244,0.004,0,0,0,61207,POINT (-87.60569 41.744737),60619-20201230
60636,01/11/2021,7,177,6,163,0.005,1,14,0,30024,POINT (-87.668597 41.77599),60636-20210111
60631,12/25/2020,0,340,0,340,0.012,0,0,0,29529,POINT (-87.813371 41.995019),60631-20201225
60625,12/16/2020,4,4,4,4,0,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201216
60612,01/02/2021,7,804,7,804,0.024,0,0,0,33735,POINT (-87.687011 41.88004),60612-20210102
60637,12/29/2020,73,450,73,450,0.01,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201229
60652,12/28/2020,98,254,98,254,0.006,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201228
60608,01/09/2021,155,1622,93,1391,0.017,62,231,0.003,80059,POINT (-87.670366 41.849879),60608-20210109
60605,12/29/2020,103,1373,103,1373,0.047,0,0,0,29060,POINT (-87.623449 41.867824),60605-20201229
60605,01/13/2021,160,3245,62,2117,0.073,98,1128,0.039,29060,POINT (-87.623449 41.867824),60605-20210113
60610,12/28/2020,52,709,52,709,0.017,0,0,0,40548,POINT (-87.63581 41.90455),60610-20201228
60637,12/19/2020,41,122,41,122,0.003,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201219
60608,01/14/2021,121,2305,97,1793,0.022,24,512,0.006,80059,POINT (-87.670366 41.849879),60608-20210114
60640,01/11/2021,285,3011,162,2554,0.037,123,457,0.007,69363,POINT (-87.662232 41.971888),60640-20210111
60707,12/19/2020,8,25,8,25,0.001,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201219
60641,12/24/2020,22,428,22,428,0.006,0,0,0,69880,POINT (-87.746791 41.946682),60641-20201224
60655,12/21/2020,74,296,74,296,0.01,0,0,0,28569,POINT (-87.701434 41.696456),60655-20201221
60622,12/18/2020,311,449,311,449,0.008,0,0,0,53294,POINT (-87.681818 41.902762),60622-20201218
60647,12/18/2020,241,336,241,336,0.004,0,0,0,87633,POINT (-87.701101 41.921058),60647-20201218
60642,01/17/2021,11,1638,6,1124,0.057,5,514,0.026,19716,POINT (-87.657821 41.899935),60642-20210117
60645,01/10/2021,15,1308,8,1165,0.025,7,143,0.003,47270,POINT (-87.695049 42.008927),60645-20210110
60624,01/03/2021,1,125,1,125,0.004,0,0,0,34892,POINT (-87.722735 41.879417),60624-20210103
60616,01/08/2021,170,1612,39,1343,0.025,131,269,0.005,54197,POINT (-87.629531 41.844869),60616-20210108
60647,01/09/2021,171,2374,50,1873,0.021,121,501,0.006,87633,POINT (-87.701101 41.921058),60647-20210109
60651,01/25/2021,76,1289,53,1074,0.017,23,215,0.003,63492,POINT (-87.741017 41.901964),60651-20210125
Unknown,01/16/2021,33,375,29,335,0,4,40,0,0,,Unknown-20210116
Unknown,01/18/2021,3,379,2,338,0,1,41,0,0,,Unknown-20210118
Unknown,01/29/2021,34,915,31,789,0,3,126,0,0,,Unknown-20210129
60655,01/04/2021,18,681,17,680,0.024,1,1,0,28569,POINT (-87.701434 41.696456),60655-20210104
60617,12/21/2020,34,116,34,116,0.001,0,0,0,83553,POINT (-87.556897 41.721257),60617-20201221
60656,12/17/2020,9,10,9,10,0,0,0,0,28218,POINT (-87.817934 41.974566),60656-20201217
60642,01/12/2021,116,1410,48,986,0.05,68,424,0.022,19716,POINT (-87.657821 41.899935),60642-20210112
60626,12/16/2020,1,1,1,1,0,0,0,0,50544,POINT (-87.669834 42.009469),60626-20201216
60640,12/31/2020,58,1156,58,1156,0.017,0,0,0,69363,POINT (-87.662232 41.971888),60640-20201231
60646,01/09/2021,52,838,10,677,0.024,42,161,0.006,28569,POINT (-87.761826 41.993931),60646-20210109
60651,01/10/2021,9,479,6,433,0.007,3,46,0.001,63492,POINT (-87.741017 41.901964),60651-20210110
Unknown,01/01/2021,0,86,0,86,0,0,0,0,0,,Unknown-20210101
60666,01/28/2021,1,6,1,6,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210128
60628,01/08/2021,65,533,41,491,0.008,24,42,0.001,64254,POINT (-87.621537 41.694192),60628-20210108
60633,01/15/2021,7,131,7,108,0.009,0,23,0.002,12689,POINT (-87.556037 41.653147),60633-20210115
60647,12/25/2020,0,966,0,966,0.011,0,0,0,87633,POINT (-87.701101 41.921058),60647-20201225
60612,12/16/2020,2,2,2,2,0,0,0,0,33735,POINT (-87.687011 41.88004),60612-20201216
60623,12/19/2020,12,50,12,50,0.001,0,0,0,81283,POINT (-87.717446 41.850321),60623-20201219
60616,01/03/2021,20,947,18,945,0.017,2,2,0,54197,POINT (-87.629531 41.844869),60616-20210103
60618,12/19/2020,149,425,149,425,0.004,0,0,0,94907,POINT (-87.703343 41.946699),60618-20201219
60619,01/09/2021,24,503,17,457,0.007,7,46,0.001,61207,POINT (-87.60569 41.744737),60619-20210109
60608,01/07/2021,110,1280,63,1210,0.015,47,70,0.001,80059,POINT (-87.670366 41.849879),60608-20210107
60827,01/04/2021,2,11,2,11,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20210104
60620,12/22/2020,25,106,25,106,0.002,0,0,0,67711,POINT (-87.651656 41.740873),60620-20201222
60608,12/17/2020,35,35,35,35,0,0,0,0,80059,POINT (-87.670366 41.849879),60608-20201217
60666,12/24/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201224
Unknown,01/06/2021,13,119,13,119,0,0,0,0,0,,Unknown-20210106
60633,12/30/2020,8,45,8,45,0.004,0,0,0,12689,POINT (-87.556037 41.653147),60633-20201230
60637,01/18/2021,181,1879,149,1422,0.03,32,457,0.01,47300,POINT (-87.604053 41.780991),60637-20210118
60640,01/13/2021,300,3554,229,2916,0.042,71,638,0.009,69363,POINT (-87.662232 41.971888),60640-20210113
Unknown,01/28/2021,80,881,74,758,0,6,123,0,0,,Unknown-20210128
60657,12/22/2020,205,1245,205,1245,0.018,0,0,0,70958,POINT (-87.658216 41.939715),60657-20201222
60827,01/15/2021,3,33,3,28,0.001,0,5,0,28483,POINT (-87.633087 41.650765),60827-20210115
60633,01/04/2021,5,59,5,59,0.005,0,0,0,12689,POINT (-87.556037 41.653147),60633-20210104
60637,12/17/2020,24,26,24,26,0.001,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201217
60642,12/31/2020,27,693,27,693,0.035,0,0,0,19716,POINT (-87.657821 41.899935),60642-20201231
60655,01/02/2021,125,651,125,651,0.023,0,0,0,28569,POINT (-87.701434 41.696456),60655-20210102
60617,01/09/2021,32,679,19,604,0.007,13,75,0.001,83553,POINT (-87.556897 41.721257),60617-20210109
60614,12/26/2020,37,1318,37,1318,0.018,0,0,0,71954,POINT (-87.652064 41.922605),60614-20201226
60661,12/21/2020,56,270,56,270,0.026,0,0,0,10354,POINT (-87.644283 41.882786),60661-20201221
60827,01/25/2021,2,50,1,43,0.002,1,7,0,28483,POINT (-87.633087 41.650765),60827-20210125
60619,12/23/2020,25,111,25,111,0.002,0,0,0,61207,POINT (-87.60569 41.744737),60619-20201223
60629,12/18/2020,50,69,50,69,0.001,0,0,0,110029,POINT (-87.711565 41.777061),60629-20201218
60602,01/02/2021,0,44,0,44,0.038,0,0,0,1145,POINT (-87.628309 41.883136),60602-20210102
60636,12/16/2020,0,0,0,0,0,0,0,0,30024,POINT (-87.668597 41.77599),60636-20201216
60605,12/24/2020,42,1205,42,1205,0.041,0,0,0,29060,POINT (-87.623449 41.867824),60605-20201224
60625,12/21/2020,129,430,129,430,0.005,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201221
60661,01/01/2021,0,461,0,461,0.045,0,0,0,10354,POINT (-87.644283 41.882786),60661-20210101
60605,01/15/2021,81,3419,58,2235,0.077,23,1184,0.041,29060,POINT (-87.623449 41.867824),60605-20210115
60645,12/26/2020,5,285,5,285,0.006,0,0,0,47270,POINT (-87.695049 42.008927),60645-20201226
60629,01/12/2021,103,1115,55,907,0.008,48,208,0.002,110029,POINT (-87.711565 41.777061),60629-20210112
60649,01/10/2021,5,608,3,560,0.012,2,48,0.001,46633,POINT (-87.571522 41.762202),60649-20210110
60637,01/20/2021,187,2275,132,1732,0.037,55,543,0.011,47300,POINT (-87.604053 41.780991),60637-20210120
60644,01/18/2021,18,960,11,884,0.019,7,76,0.002,46591,POINT (-87.756863 41.881113),60644-20210118
60661,01/11/2021,57,860,7,608,0.059,50,252,0.024,10354,POINT (-87.644283 41.882786),60661-20210111
Unknown,01/11/2021,7,157,3,144,0,4,13,0,0,,Unknown-20210111
60827,12/24/2020,1,7,1,7,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20201224
60608,12/28/2020,35,606,35,606,0.008,0,0,0,80059,POINT (-87.670366 41.849879),60608-20201228
60631,12/18/2020,85,108,85,108,0.004,0,0,0,29529,POINT (-87.813371 41.995019),60631-20201218
Unknown,12/27/2020,0,40,0,40,0,0,0,0,0,,Unknown-20201227
60646,01/04/2021,52,525,52,525,0.018,0,0,0,28569,POINT (-87.761826 41.993931),60646-20210104
60642,01/13/2021,85,1495,35,1021,0.052,50,474,0.024,19716,POINT (-87.657821 41.899935),60642-20210113
60636,12/22/2020,4,20,4,20,0.001,0,0,0,30024,POINT (-87.668597 41.77599),60636-20201222
60606,12/28/2020,5,97,5,97,0.03,0,0,0,3287,POINT (-87.63676 41.882634),60606-20201228
60666,01/25/2021,1,3,1,3,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210125
60633,01/19/2021,18,163,13,131,0.01,5,32,0.003,12689,POINT (-87.556037 41.653147),60633-20210119
60649,12/23/2020,26,104,26,104,0.002,0,0,0,46633,POINT (-87.571522 41.762202),60649-20201223
60628,01/05/2021,24,395,24,394,0.006,0,1,0,64254,POINT (-87.621537 41.694192),60628-20210105
60626,12/27/2020,0,334,0,334,0.007,0,0,0,50544,POINT (-87.669834 42.009469),60626-20201227
60612,12/26/2020,4,526,4,526,0.016,0,0,0,33735,POINT (-87.687011 41.88004),60612-20201226
60609,12/31/2020,29,335,29,335,0.005,0,0,0,60939,POINT (-87.653382 41.812017),60609-20201231
60622,12/22/2020,198,1210,198,1210,0.023,0,0,0,53294,POINT (-87.681818 41.902762),60622-20201222
60625,12/23/2020,107,604,107,604,0.008,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201223
